image_name,Type_1,Type_2,Type_3,p1x,p1y,midx,midy,p2x,p2y,is_circle
Type_1/6003.jpg,51.577007,56.464680,55.196003,56.611103,57.971329,56.773327
Type_1/675.jpg,44.236038,49.739372,55.699711,50.366932,65.330605,50.858727
Type_1/38.jpg,45.443577,42.958092,51.014683,42.977516,55.325790,42.986538
Type_1/623.jpg,45.911415,47.046787,49.902527,47.187927,53.216026,47.010029
Type_1/4195.jpg,53.651638,45.503674,58.604500,45.960529,62.685993,46.627388
Type_1/1074.jpg,45.176765,42.462856,51.569351,42.489883,57.096745,42.090878
Type_1/6373.jpg,51.739658,34.971596,58.461025,34.874920,63.732464,34.353512
Type_1/1488.jpg,46.774635,40.501747,51.843132,40.430428,56.647739,40.568050
Type_1/1428.jpg,43.521004,45.781261,49.608101,46.030373,54.212219,45.986374
Type_1/1736.jpg,42.788067,44.690086,52.778679,45.314617,60.875156,45.434917
Type_1/3633.jpg,62.545155,54.366581,71.259499,54.119251,78.894997,53.405781
Type_1/5837.jpg,43.539814,45.358398,49.072533,45.295631,53.410088,45.109177
Type_1/3906.jpg,43.605419,63.845554,49.443581,64.060089,54.348766,63.726719
Type_1/6784.jpg,47.791668,60.443645,53.518116,60.886414,58.348640,60.595512
Type_1/262.jpg,54.863422,48.756008,59.475143,49.178654,62.948139,49.270378
Type_1/6503.jpg,49.548801,51.129646,59.945755,52.054119,68.492958,52.423355
Type_1/863.jpg,36.934425,55.479961,41.937481,56.111622,45.849651,56.381840
Type_1/2473.jpg,35.239628,37.224026,40.755909,37.274033,45.247768,37.809338
Type_1/1922.jpg,44.070904,40.200962,48.861702,40.052822,52.959450,39.925289
Type_1/1941.jpg,43.851582,45.210976,49.752907,45.155891,54.385307,44.999294
Type_1/6656.jpg,32.327553,39.659832,39.472492,38.790764,45.870899,38.017544
Type_1/2771.jpg,43.114231,27.971556,50.667133,27.740301,57.641796,27.435816
Type_1/1977.jpg,34.976082,44.835285,41.988945,44.695847,47.936775,44.502113
Type_1/601.jpg,44.847046,33.562706,49.353992,33.296871,53.204830,33.243523
Type_1/3775.jpg,50.714363,62.717957,56.507683,63.156738,61.501717,63.181847
Type_1/6102.jpg,49.821507,57.045006,53.543167,57.341282,56.364529,57.487007
Type_1/1556.jpg,52.103470,51.399559,58.410725,51.189507,63.983864,50.757374
Type_1/718.jpg,27.984127,37.373936,38.371811,37.630161,47.585327,37.199734
Type_1/5910.jpg,46.382271,49.884026,50.219761,49.976719,52.860004,49.962975
Type_1/4667.jpg,57.992050,50.043167,63.154278,50.260059,66.953911,50.463947
Type_1/3602.jpg,52.600220,45.849075,59.993736,46.263374,65.868134,46.458534
Type_1/1538.jpg,49.824974,30.292763,54.231987,30.161436,57.787754,30.091787
Type_1/6155.jpg,48.081135,55.132992,53.016533,55.345745,56.631821,55.452446
Type_1/463.jpg,48.578251,43.998371,56.457298,44.035870,62.815376,43.987995
Type_1/4885.jpg,35.690819,54.845974,42.559593,55.162746,48.048588,55.487389
Type_1/1779.jpg,55.156067,50.652702,64.391426,51.265965,71.492989,51.018139
Type_1/4049.jpg,41.173950,49.977680,46.837723,50.031109,51.536366,50.040668
Type_1/751.jpg,44.506947,46.091698,48.206890,46.279457,50.864162,46.389282
Type_1/706.jpg,42.151539,38.536968,50.215183,38.059330,57.027481,37.729362
Type_1/1161.jpg,30.840017,35.393639,37.182968,35.147442,42.268620,34.812771
Type_1/1504.jpg,21.480738,40.536068,28.906620,40.741810,35.751137,41.044716
