image_name, eosx, eosy, orig_w, orig_h, eos_size_original, eos_size_cropped, eos_size_ratio
test/13367.jpg,1055.001586,1729.581860,2448.000000,3264.000000,158.015956,6.454801,24.480377
test/13318.jpg,1100.901210,1662.904607,2448.000000,3264.000000,446.770237,18.249773,24.480865
test/12233.jpg,1411.032104,1736.302056,2448.000000,3264.000000,558.278018,22.804428,24.481124
test/11701.jpg,1028.109481,1409.045114,2448.000000,3264.000000,205.079249,8.375481,24.485669
test/12228.jpg,759.135049,1010.942335,2448.000000,3264.000000,188.433587,7.694649,24.488913
test/12872.jpg,1448.470755,1122.896784,2448.000000,3264.000000,308.562852,12.602011,24.485207
test/10289.jpg,977.111407,1139.477828,2448.000000,3264.000000,252.653998,10.304202,24.519511
test/11207.jpg,1044.473023,964.560547,2448.000000,3264.000000,428.396169,17.495483,24.486101
test/11883.jpg,1232.268300,1117.054605,2448.000000,3264.000000,314.863035,12.854717,24.493969
test/13249.jpg,1498.881252,1677.113670,2448.000000,3264.000000,413.288367,16.879187,24.485087
test/13203.jpg,1386.891674,1203.988307,2448.000000,3264.000000,196.970562,8.036358,24.509928
test/12574.jpg,1123.696187,1527.099871,2448.000000,3264.000000,308.885067,12.617841,24.480025
test/10995.jpg,1186.501928,1079.215085,2448.000000,3264.000000,302.701834,12.364715,24.481102
test/12974.jpg,1141.357021,1252.521365,2448.000000,3264.000000,203.390276,8.304874,24.490472
test/13434.jpg,1234.015821,1576.793085,2448.000000,3264.000000,323.612100,13.212241,24.493354
test/13392.jpg,1302.392353,1496.193283,2448.000000,3264.000000,219.698534,8.970863,24.490235
test/11825.jpg,1087.197363,1614.145474,2448.000000,3264.000000,151.890927,6.204170,24.482071
test/13348.jpg,712.011800,910.984454,2448.000000,1836.000000,313.109759,12.792244,24.476532
test/12253.jpg,1388.631672,1702.777033,2448.000000,3264.000000,150.397255,6.094170,24.678875
test/12891.jpg,1243.244495,742.409244,2448.000000,1836.000000,159.406136,6.511769,24.479697
test/13046.jpg,959.441955,1289.520774,2448.000000,3264.000000,449.473301,18.358192,24.483528
test/11290.jpg,1164.314806,1364.396477,2448.000000,3264.000000,188.262552,7.689653,24.482582
test/11159.jpg,1168.965818,1346.604076,2448.000000,3264.000000,162.885942,6.653616,24.480814
test/10384.jpg,941.314907,1160.729710,2448.000000,3264.000000,345.407081,14.100810,24.495548
test/10452.jpg,1156.104443,1891.631834,2448.000000,3264.000000,230.559486,9.407197,24.508840
test/12687.jpg,1317.278796,1149.212077,2448.000000,3264.000000,268.622888,10.956389,24.517465
test/11932.jpg,1487.230070,1422.752989,2448.000000,3264.000000,274.437049,11.205496,24.491290
test/10886.jpg,1264.927410,1316.763054,2448.000000,3264.000000,156.088127,6.354367,24.563913
test/12796.jpg,1103.670290,1361.395491,2448.000000,3264.000000,242.209357,9.894173,24.480000
test/10413.jpg,1621.421115,1648.640122,2448.000000,3264.000000,305.467354,12.423200,24.588459
test/10810.jpg,1297.511906,1222.069823,2448.000000,3264.000000,237.212789,9.594938,24.722701
test/11753.jpg,1119.567349,713.477238,2448.000000,3264.000000,230.666197,9.418387,24.491051
test/13341.jpg,1148.056847,1114.383782,2448.000000,3264.000000,204.321680,8.346307,24.480489
test/11028.jpg,1238.750652,1131.052204,2448.000000,3264.000000,196.349492,8.011271,24.509157
test/13059.jpg,1373.047720,1443.564830,2448.000000,3264.000000,277.784944,11.333003,24.511151
test/10392.jpg,1348.618680,1920.110114,2448.000000,3264.000000,225.453861,9.177685,24.565438
test/11084.jpg,950.980908,673.194468,2448.000000,1836.000000,156.578088,6.396217,24.479795
test/13471.jpg,1412.524772,2071.038486,2448.000000,3264.000000,347.399008,14.190852,24.480490
test/10029.jpg,1264.526322,2075.254083,2448.000000,3264.000000,461.652709,18.848773,24.492454
test/13003.jpg,1246.755270,924.670985,2448.000000,3264.000000,449.546602,18.362211,24.482161
test/10060.jpg,995.833401,1495.243263,2448.000000,3264.000000,272.464973,11.128591,24.483331
test/13474.jpg,1010.684160,2514.506858,2448.000000,4352.000000,183.711841,7.477879,24.567373
test/11915.jpg,1177.780748,1329.340029,2448.000000,3264.000000,283.993953,11.599673,24.482928
test/12256.jpg,1104.255925,1360.810658,2448.000000,3264.000000,150.137061,6.133050,24.480002
test/11857.jpg,1297.876544,1565.069678,2448.000000,3264.000000,174.416784,7.124868,24.480002
test/11410.jpg,1054.721649,1368.901178,2448.000000,3264.000000,214.498542,8.762005,24.480531
test/11118.jpg,1218.532914,1953.775021,2448.000000,3264.000000,335.361854,13.697960,24.482614
test/10200.jpg,1232.662534,1413.057430,2448.000000,3264.000000,212.819043,8.661340,24.571145
test/12446.jpg,1405.952953,1673.403089,2448.000000,3264.000000,229.700472,9.366696,24.523105
