image_name,Type_1,Type_2,Type_3
82.jpg,0.484726,0.477271,0.038002
38.jpg,0.211242,0.551491,0.237268
418.jpg,0.047477,0.223364,0.729159
403.jpg,0.365832,0.495729,0.138439
228.jpg,0.178930,0.760953,0.060117
262.jpg,0.418837,0.548944,0.032218
373.jpg,0.235675,0.654054,0.110271
374.jpg,0.157828,0.468183,0.373989
72.jpg,0.369123,0.585076,0.045801
389.jpg,0.155910,0.739205,0.104885
71.jpg,0.202162,0.594615,0.203224
487.jpg,0.378523,0.520389,0.101089
117.jpg,0.494675,0.458611,0.046715
84.jpg,0.200003,0.513849,0.286148
163.jpg,0.214848,0.552814,0.232338
463.jpg,0.214257,0.476096,0.309648
312.jpg,0.296116,0.608004,0.095880
193.jpg,0.428236,0.367831,0.203933
159.jpg,0.174426,0.716584,0.108989
425.jpg,0.054076,0.275935,0.669988
292.jpg,0.200722,0.566139,0.233140
178.jpg,0.071033,0.343104,0.585863
366.jpg,0.024156,0.186489,0.789356
216.jpg,0.313194,0.573317,0.113489
70.jpg,0.451449,0.493342,0.055209
208.jpg,0.064121,0.434529,0.501351
466.jpg,0.153542,0.769430,0.077028
273.jpg,0.055465,0.311414,0.633122
180.jpg,0.037646,0.230128,0.732225
375.jpg,0.302378,0.597877,0.099745
229.jpg,0.179317,0.695936,0.124747
157.jpg,0.189406,0.561690,0.248903
231.jpg,0.619307,0.328660,0.052033
297.jpg,0.446488,0.466412,0.087100
493.jpg,0.380159,0.514022,0.105818
230.jpg,0.207535,0.483992,0.308472
311.jpg,0.043595,0.254212,0.702192
303.jpg,0.354384,0.563472,0.082144
295.jpg,0.217739,0.722617,0.059645
500.jpg,0.155057,0.416840,0.428103
353.jpg,0.034517,0.178515,0.786968
447.jpg,0.163417,0.481520,0.355063
379.jpg,0.046998,0.186929,0.766073
287.jpg,0.051028,0.262880,0.686092
270.jpg,0.025030,0.244722,0.730248
34.jpg,0.081289,0.402363,0.516348
318.jpg,0.263061,0.609770,0.127169
16.jpg,0.197525,0.541242,0.261234
333.jpg,0.029858,0.216701,0.753442
401.jpg,0.127961,0.704268,0.167771
492.jpg,0.602917,0.353662,0.043421
177.jpg,0.203670,0.730853,0.065477
310.jpg,0.057195,0.459969,0.482836
495.jpg,0.189789,0.751840,0.058371
75.jpg,0.328543,0.649058,0.022399
160.jpg,0.376747,0.582640,0.040612
399.jpg,0.178492,0.486336,0.335172
125.jpg,0.117387,0.510387,0.372226
26.jpg,0.374321,0.543508,0.082171
53.jpg,0.049215,0.177420,0.773365
474.jpg,0.164865,0.481119,0.354016
346.jpg,0.199102,0.480936,0.319962
400.jpg,0.091928,0.320702,0.587371
1.jpg,0.093336,0.543281,0.363383
150.jpg,0.488786,0.492223,0.018991
253.jpg,0.137490,0.532035,0.330475
18.jpg,0.354623,0.543470,0.101907
226.jpg,0.108490,0.437946,0.453564
296.jpg,0.242738,0.584336,0.172926
235.jpg,0.185112,0.517463,0.297425
172.jpg,0.145008,0.436409,0.418583
285.jpg,0.413252,0.494698,0.092050
4.jpg,0.060073,0.249892,0.690035
506.jpg,0.404724,0.547733,0.047543
