image_name,Type_1,Type_2,Type_3,p1x,p1y,midx,midy,p2x,p2y,is_circle
Type_1/0.jpg,1,0,0,54.370915,47.518382,57.312092,47.518382,59.681373,48.192402,0
Type_1/10.jpg,1,0,0,39.147287,63.929264,49.031008,64.583333,57.009044,65.915698,1
Type_1/1013.jpg,1,0,0,35.580065,54.718137,38.398693,54.718137,41.053922,54.381127,1
Type_1/1014.jpg,1,0,0,42.829457,47.311047,47.868217,46.753876,53.036176,47.407946,1
Type_1/1019.jpg,1,0,0,43.586601,71.783088,48.161765,70.251225,52.573529,70.128676,1
Type_1/102.jpg,1,0,0,41.789216,50.612745,45.792484,50.612745,48.897059,51.409314,1
Type_1/1023.jpg,1,0,0,24.9677,46.196705,34.270026,44.864341,43.281654,43.75,1
Type_1/1024.jpg,1,0,0,40.931373,39.215686,43.872549,38.449755,45.955882,37.346814,1
Type_1/1026.jpg,1,0,0,32.49354,55.499031,35.885013,54.287791,37.661499,51.962209,1
Type_1/1027.jpg,1,0,0,57.665805,45.05814,58.871662,45.954457,59.646856,46.729651,0
Type_1/1033.jpg,1,0,0,35.01292,64.147287,37.952196,61.918605,42.086563,61.264535,1
Type_1/104.jpg,1,0,0,55.232558,41.206395,59.819121,40.988372,62.4677,39.656008,1
Type_1/1040.jpg,1,0,0,52.001634,39.552696,55.555556,37.898284,59.232026,37.775735,1
Type_1/1056.jpg,1,0,0,56.576797,41.329657,64.093137,41.207108,71.037582,41.973039,1
Type_1/1059.jpg,1,0,0,39.276486,20.712209,44.153747,21.705426,46.543928,22.601744,1
Type_1/1061.jpg,1,0,0,47.099673,54.289216,47.998366,54.963235,47.875817,55.943627,0
Type_1/1070.jpg,1,0,0,53.308824,34.895833,54.820261,35.784314,56.862745,36.335784,0
Type_1/1071.jpg,1,0,0,48.73366,46.20098,52.001634,47.640931,54.370915,49.754902,1
Type_1/1077.jpg,1,0,0,15.374677,33.890504,26.29199,32.46124,36.046512,32.340116,1
Type_1/1079.jpg,1,0,0,38.848039,39.552696,46.650327,39.981618,54.044118,39.001225,1
Type_1/109.jpg,1,0,0,49.795752,25.582108,51.102941,26.470588,51.838235,25.582108,0
Type_1/1093.jpg,1,0,0,48.897059,49.172794,50.816993,48.866422,52.900327,48.314951,1
Type_1/1100.jpg,1,0,0,40.767974,49.754902,44.607843,51.286765,48.73366,49.969363,1
Type_1/1105.jpg,1,0,0,32.49354,58.16376,34.560724,58.72093,36.337209,58.042636,1
Type_1/1123.jpg,1,0,0,41.343669,75.65407,46.22093,75.218023,52.874677,73.885659,1
Type_1/1131.jpg,1,0,0,43.410853,39.559109,46.834625,39.559109,49.192506,39.098837,1
Type_1/1134.jpg,1,0,0,34.270026,32.55814,38.404393,31.564922,41.666667,31.128876,1
Type_1/1136.jpg,1,0,0,35.755814,49.636628,44.315245,49.176357,48.901809,46.414729,1
Type_1/1139.jpg,1,0,0,32.784238,32.243217,43.281654,33.454457,56.879845,33.018411,1
Type_1/1154.jpg,1,0,0,48.447712,46.292892,52.287582,47.303922,55.555556,45.741422,1
Type_1/1161.jpg,1,0,0,28.513072,38.449755,33.823529,41.758578,41.21732,41.115196,1
Type_1/1168.jpg,1,0,0,42.086563,49.079457,57.009044,50.411822,70.897933,51.405039,1
Type_1/1174.jpg,1,0,0,47.263072,53.063725,55.555556,52.634804,62.785948,49.509804,1
Type_1/1179.jpg,1,0,0,48.158915,43.217054,49.935401,43.531977,51.388889,43.75,0
Type_1/1190.jpg,1,0,0,39.011438,55.177696,44.035948,55.606618,50.653595,54.626225,1
Type_1/1194.jpg,1,0,0,58.656331,42.44186,64.534884,42.102713,70.316537,41.981589,1
Type_1/1199.jpg,1,0,0,33.251634,45.3125,34.558824,45.189951,35.743464,45.189951,0
Type_1/12.jpg,1,0,0,16.989664,47.625969,33.074935,48.958333,47.125323,53.73062,1
Type_1/1202.jpg,1,0,0,28.205128,41.875,39.423077,40.552885,50.224359,41.754808,1
Type_1/1204.jpg,1,0,0,44.735142,46.971899,52.583979,43.871124,56.26615,48.401163,1
Type_1/1220.jpg,1,0,0,41.052972,79.312016,51.711886,80.862403,62.4677,79.43314,1
Type_1/1223.jpg,1,0,0,42.248062,51.187016,46.673127,51.962209,50.355297,53.391473,0
Type_1/1226.jpg,1,0,0,43.863049,37.233527,45.348837,37.112403,46.963824,36.773256,0
Type_1/1229.jpg,1,0,0,52.745478,48.401163,54.489664,48.522287,55.975452,48.522287,0
Type_1/1230.jpg,1,0,0,37.661499,56.492248,46.834625,62.693798,57.751938,71.560078,1
Type_1/1239.jpg,1,0,0,52.131783,39.001938,53.77907,39.777132,54.94186,40.334302,0
Type_1/1245.jpg,1,0,0,54.97416,29.893411,55.975452,31.90407,57.170543,33.890504,0
Type_1/1251.jpg,1,0,0,28.958333,47.65625,40.625,43.28125,49.791667,40.78125,1
Type_1/1273.jpg,1,0,0,31.168301,51.194853,36.478758,50.735294,43.137255,50.612745,1
Type_1/1274.jpg,1,0,0,39.599483,23.376938,42.829457,23.716085,45.639535,22.165698,1
Type_1/1279.jpg,1,0,0,64.093137,39.001225,71.20098,37.224265,79.044118,34.895833,1
Type_1/1281.jpg,1,0,0,30.264858,68.241279,42.829457,63.032946,58.78553,61.603682,1
