ID,y
1,78.38786315917969
2,93.95061492919922
3,78.91679382324219
4,78.0940933227539
5,111.71363830566406
8,92.85681915283203
10,111.8723373413086
11,94.56591796875
12,115.79845428466797
14,94.508544921875
15,115.79845428466797
16,103.8210220336914
17,98.37576293945312
19,94.45916748046875
20,104.9867935180664
21,98.2432632446289
22,116.24042510986328
23,98.37576293945312
26,94.39934539794922
28,93.74882507324219
29,98.37576293945312
33,98.37576293945312
35,94.28829956054688
41,98.37576293945312
42,93.51519775390625
43,115.79845428466797
45,103.5500717163086
46,103.59944915771484
51,94.56591796875
53,81.49236297607422
55,112.30265808105469
56,94.22705078125
57,103.46469116210938
58,95.10464477539062
59,103.20938110351562
63,112.15794372558594
64,94.66328430175781
65,104.9867935180664
69,94.71234893798828
71,94.27642822265625
72,103.61466979980469
73,94.48053741455078
76,103.20938110351562
77,103.59944915771484
78,115.10972595214844
82,94.45916748046875
83,104.9867935180664
84,94.90113830566406
85,103.59944915771484
87,111.84839630126953
88,98.37576293945312
89,112.21961212158203
91,94.45916748046875
93,93.77079772949219
94,103.5500717163086
95,93.95061492919922
96,111.76301574707031
97,92.95643615722656
98,111.79901885986328
99,94.45916748046875
101,103.91409301757812
103,112.21961212158203
104,94.02722930908203
105,111.79901885986328
110,94.86056518554688
111,111.18470764160156
113,111.84839630126953
114,93.73828125
115,112.69674682617188
117,112.21961212158203
120,93.46733093261719
121,111.79901885986328
122,93.00581359863281
123,112.44510650634766
126,111.84839630126953
132,113.19768524169922
135,104.00208282470703
137,104.63101196289062
138,94.508544921875
140,94.22705078125
142,111.30351257324219
144,111.76301574707031
148,92.85681915283203
149,111.84839630126953
155,93.45352935791016
156,111.84839630126953
157,92.95643615722656
162,111.90576934814453
163,95.34445190429688
167,94.06346893310547
172,115.79845428466797
179,111.93145751953125
180,93.45352935791016
181,111.49317169189453
182,94.96731567382812
183,112.21961212158203
185,112.21961212158203
187,112.15794372558594
188,94.37378692626953
189,94.37378692626953
191,93.66344451904297
192,111.69684600830078
193,94.66328430175781
194,111.8106689453125
195,93.74882507324219
196,112.21961212158203
198,94.508544921875
199,111.76301574707031
201,104.47627258300781
204,94.508544921875
205,103.8210220336914
206,94.66328430175781
210,94.45916748046875
211,103.91409301757812
216,112.93202209472656
219,115.79845428466797
220,94.4140853881836
221,111.79901885986328
226,111.49317169189453
227,93.80619812011719
228,111.76301574707031
230,111.76301574707031
231,92.95643615722656
235,116.24042510986328
236,94.45916748046875
238,111.84839630126953
242,103.5500717163086
243,94.45916748046875
244,78.91679382324219
245,112.44518280029297
247,111.79901885986328
248,92.95643615722656
249,93.51519775390625
250,111.79901885986328
251,94.45916748046875
253,116.24042510986328
254,93.66344451904297
256,94.66328430175781
257,92.95643615722656
258,113.31185150146484
259,94.45916748046875
262,79.96867370605469
266,93.51670837402344
267,111.79901885986328
272,103.3673324584961
273,112.21961212158203
275,93.45352935791016
276,112.0456771850586
279,94.52991485595703
280,104.9867935180664
283,93.69944763183594
285,111.84839630126953
288,112.21961212158203
289,95.10525512695312
290,104.47627258300781
291,94.45916748046875
292,112.15794372558594
293,111.66468048095703
296,93.00581359863281
297,111.79901885986328
298,115.19510650634766
299,94.45916748046875
304,93.51670837402344
305,79.21995544433594
306,94.508544921875
307,111.57855224609375
311,112.0699234008789
313,111.57855224609375
314,93.74882507324219
316,94.66084289550781
324,94.5702133178711
327,94.66328430175781
329,93.74882507324219
330,111.8106689453125
337,104.24415588378906
338,94.70582580566406
339,104.47627258300781
340,94.66328430175781
343,93.4041519165039
345,115.79845428466797
346,93.35079956054688
347,111.79901885986328
349,112.33065032958984
350,93.97039794921875
352,111.84839630126953
353,93.61406707763672
354,78.96617126464844
357,94.5702133178711
358,112.00313568115234
362,112.51453399658203
364,118.31674194335938
365,103.8210220336914
366,94.508544921875
367,112.21961212158203
368,94.508544921875
370,78.53771209716797
373,95.10464477539062
377,93.74882507324219
378,111.22071075439453
382,103.20938110351562
384,111.76301574707031
390,93.95061492919922
392,111.71363830566406
393,113.19015502929688
395,94.65644836425781
396,105.20836639404297
399,79.4581527709961
406,111.57855224609375
408,111.57855224609375
409,94.17396545410156
410,78.04802703857422
412,113.2624740600586
413,92.95643615722656
419,93.95061492919922
420,111.84839630126953
421,92.77143859863281
430,100.71790313720703
434,94.45916748046875
436,94.52083587646484
437,94.22705078125
438,93.4041519165039
439,111.76301574707031
440,94.56591796875
443,111.91006469726562
446,94.508544921875
448,93.95061492919922
452,94.66328430175781
453,103.5500717163086
