image_name,Type_1,Type_2,Type_3
Type_1/623.jpg,0.739722,0.259904,0.000374
Type_1/879.jpg,0.437883,0.540000,0.022117
Type_1/1161.jpg,0.211072,0.663083,0.125845
Type_1/1014.jpg,0.834909,0.157010,0.008081
Type_1/1061.jpg,0.244447,0.591415,0.164138
Type_1/700.jpg,0.330897,0.656711,0.012392
Type_1/653.jpg,0.090027,0.289803,0.620170
Type_1/833.jpg,0.057850,0.454635,0.487516
Type_1/57.jpg,0.671811,0.325011,0.003178
Type_1/783.jpg,0.897913,0.100491,0.001595
Type_1/1131.jpg,0.315313,0.592822,0.091865
Type_1/1024.jpg,0.259234,0.613581,0.127185
Type_1/605.jpg,0.017981,0.225588,0.756431
Type_1/1199.jpg,0.282682,0.634186,0.083132
Type_1/484.jpg,0.741430,0.232419,0.026151
Type_1/416.jpg,0.619621,0.358207,0.022172
Type_1/1422.jpg,0.758794,0.240645,0.000561
Type_1/596.jpg,0.400773,0.442989,0.156237
Type_1/901.jpg,0.249833,0.485638,0.264530
Type_1/96.jpg,0.825655,0.169736,0.004610
Type_1/759.jpg,0.288929,0.608404,0.102668
Type_1/1179.jpg,0.875499,0.124188,0.000314
Type_1/1336.jpg,0.892572,0.107169,0.000259
Type_1/469.jpg,0.706107,0.262089,0.031804
Type_1/890.jpg,0.624312,0.375041,0.000647
Type_1/836.jpg,0.537797,0.431257,0.030946
Type_1/921.jpg,0.021827,0.068312,0.909861
Type_1/1281.jpg,0.834120,0.165108,0.000772
Type_1/334.jpg,0.665682,0.281929,0.052389
Type_1/1230.jpg,0.504331,0.453096,0.042573
Type_1/553.jpg,0.204308,0.719247,0.076445
Type_1/667.jpg,0.274577,0.632578,0.092845
Type_1/349.jpg,0.369359,0.471970,0.158672
Type_1/677.jpg,0.444111,0.460509,0.095381
Type_1/148.jpg,0.480648,0.472989,0.046363
Type_1/805.jpg,0.794685,0.194424,0.010891
Type_1/294.jpg,0.707301,0.291716,0.000983
Type_1/338.jpg,0.119860,0.371894,0.508246
Type_1/1456.jpg,0.931060,0.067871,0.001069
Type_1/1384.jpg,0.773194,0.224780,0.002026
Type_1/138.jpg,0.748767,0.246415,0.004818
Type_1/171.jpg,0.791213,0.198131,0.010657
Type_1/576.jpg,0.637889,0.340769,0.021342
Type_1/102.jpg,0.367723,0.551106,0.081171
Type_1/1390.jpg,0.778067,0.212939,0.008994
Type_1/917.jpg,0.892610,0.102578,0.004811
Type_1/41.jpg,0.374297,0.556267,0.069436
Type_1/710.jpg,0.407616,0.513293,0.079091
Type_1/641.jpg,0.190349,0.410448,0.399203
Type_1/454.jpg,0.449805,0.530238,0.019957
Type_2/883.jpg,0.373406,0.423474,0.203120
Type_2/1264.jpg,0.148207,0.727161,0.124632
