image,LAG,OTHER,ALB,SHARK,BET,YFT,DOL,NoF
img_00005.jpg,0.9185048341751099,0.017407303676009178,0.0005231289542280138,0.0002806651755236089,0.05318676680326462,0.0017564560985192657,0.0019326905021443963,0.006408094894140959
img_00007.jpg,0.005839516408741474,0.06289199739694595,0.000260861124843359,3.4196079923276557e-06,0.0018870369531214237,0.00039061944698914886,0.9271348118782043,0.0015917716082185507
img_00009.jpg,0.9915611147880554,7.376094436040148e-05,1.5577286831103265e-05,2.62348794421996e-06,0.0074245510622859,8.774913294473663e-05,8.69456198415719e-05,0.0007477332255803049
img_00018.jpg,0.6368404030799866,0.016732512041926384,0.011863220483064651,0.007290928158909082,0.029319455847144127,0.02762644924223423,0.003934158477932215,0.26639291644096375
img_00027.jpg,0.24179334938526154,0.001275166287086904,0.000922553357668221,4.68311782242381e-06,0.7492560744285583,0.0002231921534985304,0.0014975348021835089,0.005027490202337503
img_00030.jpg,0.011389805935323238,0.010281931608915329,0.8938086628913879,1.5392301065730862e-05,0.0025264399591833353,0.002432089066132903,0.004037291742861271,0.0755084678530693
img_00040.jpg,0.5276612043380737,0.032181501388549805,0.02595663070678711,0.010018694214522839,0.07026788592338562,0.1594504714012146,0.03814147412776947,0.13632208108901978
img_00046.jpg,0.9596176743507385,0.011073839850723743,0.0009981828043237329,0.00021337243379093707,0.0056222048588097095,0.007051626220345497,0.0006398289697244763,0.014783253893256187
img_00053.jpg,0.010906172916293144,0.00016770036017987877,9.684220276540145e-05,5.12963970322744e-06,0.9879690408706665,0.00019133565365336835,4.84955744468607e-05,0.000615313183516264
img_00071.jpg,0.005320356227457523,0.003128287848085165,0.8855708837509155,7.213553089968627e-06,0.020826328545808792,0.0015468900091946125,0.0004158195515628904,0.08318424224853516
img_00075.jpg,0.0028260184917598963,0.022604210302233696,0.0001716940605547279,1.0093516493725474e-06,0.0006855152896605432,0.00018896869732998312,0.9725531935691833,0.0009693561587482691
img_00102.jpg,0.9128499627113342,0.004196831490844488,0.0012470432557165623,0.0004232123610563576,0.030260561034083366,0.005017410032451153,0.0011089390609413385,0.04489605873823166
img_00103.jpg,0.6208987236022949,0.00040249794255942106,0.0005380998481996357,2.320222620255663e-06,0.03597372770309448,0.0005308776744641364,1.3153558938938659e-05,0.3416406512260437
img_00109.jpg,0.7947105765342712,0.009815962053835392,0.0007806706125847995,0.0010758376447483897,0.016242999583482742,0.010392946191132069,0.008287428878247738,0.1586935669183731
img_00119.jpg,0.6512107849121094,0.004277355503290892,0.014785554260015488,0.0004291011719033122,0.18236592411994934,0.007385196629911661,0.0009995768778026104,0.13854649662971497
img_00120.jpg,0.8300752639770508,0.01197519525885582,0.0014844610122963786,0.0004118053475394845,0.006386322434991598,0.004011273849755526,0.0005117537803016603,0.14514391124248505
img_00125.jpg,0.4431436359882355,0.027969181537628174,0.0021827213931828737,0.015052658505737782,0.01965171843767166,0.4553380012512207,0.00622276496142149,0.030439427122473717
img_00128.jpg,0.032753124833106995,0.00387489958666265,0.0014434922486543655,6.252541879803175e-06,0.0005383155075833201,0.004348590970039368,6.685745029244572e-05,0.9569684267044067
img_00129.jpg,0.004647176247090101,6.885101902298629e-05,5.1941602578153834e-05,1.444512804482656e-06,0.9948152899742126,7.08271618350409e-05,2.316324389539659e-05,0.00032125215511769056
img_00133.jpg,0.32470813393592834,0.21968741714954376,0.005911394953727722,0.00013227039016783237,0.3123742341995239,0.002492313738912344,0.0050199031829833984,0.12967437505722046
img_00138.jpg,0.5247128009796143,0.012035991996526718,0.0021621945779770613,0.0006155836745165288,0.41846874356269836,0.006133051123470068,0.01240007858723402,0.023471463471651077
img_00141.jpg,0.7266640067100525,0.004957121796905994,0.00035052598104812205,0.0001464998204028234,0.2596902847290039,0.0011357985204085708,0.0018160155741497874,0.005239657126367092
img_00152.jpg,0.038382865488529205,0.00019380149024073035,7.164073031162843e-05,5.444123598863371e-05,0.9597933292388916,0.0009893409442156553,0.0003182473301421851,0.0001962153910426423
img_00161.jpg,0.004679678939282894,0.0020389629062265158,0.9198704957962036,1.04851596915978e-06,0.010645302943885326,0.00013847977970726788,0.0002170960360672325,0.06240898370742798
img_00164.jpg,0.499474436044693,0.11476866900920868,0.02195245958864689,0.00047781874309293926,0.007590800523757935,0.05771169811487198,0.006675297394394875,0.2913488447666168
img_00170.jpg,0.9579609036445618,0.013384673744440079,0.0002748554979916662,0.00014640489825978875,0.01662813313305378,0.0007796228746883571,0.0003367869649082422,0.010488642379641533
img_00171.jpg,0.2188688963651657,0.08021719753742218,0.12937122583389282,0.0031531353015452623,0.04865515977144241,0.3656741678714752,0.041083745658397675,0.11297642439603806
img_00172.jpg,0.6127654314041138,0.02677777223289013,0.0024946406483650208,0.000222205271711573,0.013290336355566978,0.007042780984193087,0.042219147086143494,0.29518771171569824
img_00175.jpg,0.8072142601013184,0.00445384019985795,0.0024591877590864897,0.0007008056854829192,0.16839952766895294,0.008167690597474575,0.0006926420610398054,0.007911952212452888
img_00180.jpg,0.005776990205049515,0.004412990994751453,0.020177602767944336,2.125558694388019e-06,0.0018831733614206314,0.0002348266716580838,0.00039540050784125924,0.9671169519424438
img_00196.jpg,0.011240020394325256,0.01701585203409195,0.11778949946165085,1.2536457688838709e-05,0.0015036335680633783,0.0021677042823284864,0.00173438829369843,0.8485364317893982
img_00212.jpg,0.6633464694023132,0.009012253023684025,0.009802007116377354,0.0006390135386027396,0.25093910098075867,0.030922168865799904,0.0038546400610357523,0.03148438408970833
img_00223.jpg,0.8024349808692932,0.0377691388130188,0.010790437459945679,0.002986411564052105,0.035002417862415314,0.0233312901109457,0.005039312411099672,0.08264605700969696
img_00230.jpg,0.8955970406532288,0.027446694672107697,0.0019387260545045137,0.0014422476524487138,0.013285601511597633,0.009581308811903,0.0022489530965685844,0.048459310084581375
img_00232.jpg,0.8766870498657227,0.009424369782209396,0.001837518415413797,0.0029476992785930634,0.017383741214871407,0.039298031479120255,0.00153916550334543,0.05088237300515175
img_00244.jpg,0.4302425682544708,0.05110219120979309,0.008202223107218742,0.001610160805284977,0.04185495525598526,0.014474921859800816,0.0966423824429512,0.35587063431739807
img_00272.jpg,0.18729057908058167,0.03530491143465042,0.07444239407777786,0.00011147381155751646,0.058819107711315155,0.12389461696147919,0.003854473354294896,0.5162823796272278
img_00280.jpg,0.6321583390235901,0.02171703800559044,0.0038560708053410053,0.0036478545516729355,0.030786216259002686,0.02212282456457615,0.005727496929466724,0.2799840569496155
img_00282.jpg,0.3625281751155853,0.018053755164146423,0.012324167415499687,0.0009331152541562915,0.03286310285329819,0.0059920563362538815,0.013047226704657078,0.554258406162262
img_00285.jpg,0.9733790755271912,0.0007503981469199061,4.086251647095196e-05,0.000488906167447567,0.010166960768401623,0.012110640294849873,0.0001993390469579026,0.0028638378717005253
img_00289.jpg,0.32897433638572693,0.009318938478827477,0.0018163241911679506,0.01438723225146532,0.040951039642095566,0.5434053540229797,0.007574609946459532,0.05357218161225319
img_00292.jpg,0.9456089735031128,0.024721920490264893,0.0008008737349882722,1.9661107216961682e-05,0.00682142423465848,0.0004020580090582371,0.001782139646820724,0.01984294131398201
img_00302.jpg,0.8685475587844849,0.017526503652334213,0.0002909534377977252,0.0005213745753280818,0.0931706354022026,0.003432393539696932,0.00030972511740401387,0.016200881451368332
img_00311.jpg,0.07359860092401505,0.03380684554576874,0.6647089123725891,6.003706221235916e-05,0.004353959113359451,0.00350283645093441,0.00588802807033062,0.21408076584339142
img_00320.jpg,0.9089314341545105,0.00280610634945333,0.00013606912398245186,0.0002296351594850421,0.026720112189650536,0.054534345865249634,0.0030697169713675976,0.0035726558417081833
img_00331.jpg,0.9474605321884155,0.0013603640254586935,0.0011356271570548415,0.0002514196967240423,0.030188221484422684,0.008783149532973766,0.0005223080515861511,0.010298390872776508
img_00358.jpg,0.7035928964614868,0.15438327193260193,0.002217528410255909,0.0012305681593716145,0.03552240878343582,0.07373549044132233,0.001662607304751873,0.027655232697725296
img_00374.jpg,0.22960205376148224,0.0013583749532699585,0.0007747448980808258,0.0002919671533163637,0.025828812271356583,0.7374325394630432,0.00047328206710517406,0.00423824368044734
img_00375.jpg,0.7961423397064209,0.05606228858232498,0.002103612292557955,0.0003879549039993435,0.067175954580307,0.029698258265852928,0.014332884922623634,0.03409671038389206
