image,ALB,DOL,LAG,YFT,SHARK,NoF,BET,OTHER
img_00005.jpg,0.008877785876393318,0.0012413356453180313,0.0001505418331362307,1.8450258494340233e-06,0.9878153800964355,0.00019090602290816605,0.0001932099839905277,0.0015290210722014308
img_00007.jpg,0.09738653898239136,0.21663707494735718,0.04837725684046745,0.0009002666920423508,0.002196751767769456,0.02773156389594078,0.0052320463582873344,0.6015384793281555
img_00009.jpg,0.5115773677825928,0.0998140275478363,0.001697911648079753,0.00042773879249580204,0.006734819617122412,0.02233569137752056,0.002883319975808263,0.3545292317867279
img_00018.jpg,0.9453235268592834,0.026099324226379395,0.0006775417132303119,0.000414958136389032,0.012357334606349468,0.0026103754062205553,0.0002638384175952524,0.012253168039023876
img_00027.jpg,0.09551467001438141,0.03839394822716713,0.021607886999845505,0.00010075384489027783,0.06902098655700684,0.0019448520615696907,0.005837851669639349,0.7675790190696716
img_00030.jpg,0.3941209018230438,0.015288271009922028,0.0024283560924232006,0.00011745578376576304,0.3147734999656677,0.007806083187460899,0.12199557572603226,0.14346987009048462
img_00040.jpg,0.8383312821388245,0.024802042171359062,0.000577804516069591,0.002107083098962903,0.01405762042850256,0.03700735792517662,0.021651551127433777,0.0614653155207634
img_00046.jpg,0.831946074962616,0.001077692024409771,2.0020052033942193e-05,1.824405558181752e-06,0.16272911429405212,0.0002958844124805182,0.0006078059086576104,0.003321667667478323
img_00053.jpg,0.8931657075881958,0.014717192389070988,0.015320748090744019,0.00032497706706635654,0.010703993029892445,0.004957939498126507,0.0005909448955208063,0.060218408703804016
img_00071.jpg,0.2350166290998459,0.16239380836486816,9.528128430247307e-05,0.5013511776924133,0.008312721736729145,0.036793727427721024,0.0023267881479114294,0.053709905594587326
img_00075.jpg,0.7567682266235352,0.01974600739777088,0.002909873379394412,0.007147550582885742,0.07385244965553284,0.1108095794916153,0.005003873724490404,0.023762451484799385
img_00102.jpg,0.012152434326708317,0.001185926259495318,3.273273614468053e-05,4.4058527493007205e-08,0.00011536557576619089,4.347700087237172e-05,7.410046237055212e-05,0.9863959550857544
img_00103.jpg,0.9733179807662964,0.0025031878612935543,4.958777208230458e-05,0.005662859417498112,0.00568290613591671,0.006618950050324202,0.00017013018077705055,0.005994264967739582
img_00109.jpg,0.7915359735488892,0.002379834419116378,4.743048339150846e-05,2.1055677734693745e-07,0.1954677402973175,0.00011534651275724173,0.0005751035641878843,0.009878250770270824
img_00119.jpg,0.0004765507183037698,0.0002184056502301246,0.0001336390123469755,1.4577027229734085e-07,0.9984580278396606,7.1403910624212585e-06,1.9869670722982846e-05,0.0006861276342533529
img_00120.jpg,0.18198435008525848,0.03024984709918499,0.014693867415189743,0.0023098832461982965,0.012596370652318,0.02827577292919159,0.06453939527273178,0.6653504371643066
img_00125.jpg,0.11096244305372238,0.026605676859617233,0.0014586381148546934,2.6049533516925294e-06,0.000824434740934521,2.9287373763509095e-05,0.0018812668276950717,0.8582357168197632
img_00128.jpg,0.014352386817336082,0.01651286520063877,0.3342053294181824,6.715345989505295e-06,0.001325741526670754,0.020789705216884613,0.0004345336346887052,0.6123727560043335
img_00129.jpg,0.8542526364326477,0.03503642976284027,0.0004702536098193377,0.0010117442579939961,0.014623287133872509,0.023688456043601036,0.012009840458631516,0.058907363563776016
img_00133.jpg,0.4122310280799866,0.3291511833667755,0.011526559479534626,0.055909886956214905,0.07646576315164566,0.07436668872833252,0.007215958088636398,0.03313298150897026
img_00138.jpg,0.777328372001648,0.0540214367210865,0.011519516818225384,0.0016276525566354394,0.044704221189022064,0.011022389866411686,0.0036147641949355602,0.09616164118051529
img_00141.jpg,0.0028858024161309004,0.010990039445459843,0.02874832972884178,1.699146423561615e-06,0.00019593459728639573,0.003331469837576151,0.00015987292863428593,0.9536868929862976
img_00152.jpg,0.011685668490827084,0.0005499105900526047,0.0007867590757086873,1.5094913408120192e-07,0.0004323169414419681,0.0013449901016429067,0.00011145071766804904,0.9850887656211853
img_00161.jpg,0.0005409041768871248,0.0004242460709065199,0.0018780042883008718,1.2301748064658113e-08,8.282152703031898e-05,8.985666499938816e-05,1.4799516065977514e-05,0.9969694018363953
img_00164.jpg,0.3754866421222687,0.006339011248201132,0.012304330244660378,1.6350659279851243e-05,0.5262407064437866,0.005823931191116571,0.015233699232339859,0.05855536460876465
img_00170.jpg,0.9448387026786804,0.0026971849147230387,0.000161975302034989,0.00024567203945480287,0.01841624081134796,0.014921488240361214,0.00016549335850868374,0.01855315826833248
img_00171.jpg,0.29762303829193115,0.33563125133514404,3.8958412915235385e-05,0.0001601747644599527,0.0013903443468734622,0.16594348847866058,0.0002692017296794802,0.19894342124462128
img_00172.jpg,0.003567675594240427,0.004048076458275318,0.006933223456144333,6.058693884369859e-07,0.9624157547950745,0.0001662600552663207,0.0005170401418581605,0.022351298481225967
img_00175.jpg,0.446316123008728,0.10146692395210266,0.0004901678184978664,0.0008328387630172074,0.008612115867435932,0.3067355453968048,0.0010828205849975348,0.13446339964866638
