image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.076335,0.001179,0.005295,0.000223,0.906092,0.005213,0.002165,0.003499
img_00007.jpg,0.342437,0.150809,0.007490,0.026448,0.014943,0.093571,0.004703,0.359599
img_00009.jpg,0.407577,0.063978,0.008536,0.014236,0.032701,0.409971,0.006508,0.056494
img_00018.jpg,0.826346,0.016174,0.006350,0.021006,0.003485,0.047376,0.001803,0.077460
img_00027.jpg,0.645989,0.025912,0.001696,0.001713,0.007224,0.095902,0.056967,0.164598
img_00030.jpg,0.312538,0.009900,0.003584,0.002131,0.612395,0.004524,0.018208,0.036719
img_00040.jpg,0.532731,0.028978,0.004624,0.002487,0.008906,0.091810,0.170296,0.160167
img_00046.jpg,0.834380,0.004044,0.002335,0.000191,0.137079,0.003198,0.008222,0.010551
img_00053.jpg,0.901945,0.006927,0.010074,0.004062,0.026459,0.026639,0.000784,0.023110
img_00071.jpg,0.209244,0.028376,0.002382,0.576747,0.046139,0.127198,0.004759,0.005155
img_00075.jpg,0.419772,0.160567,0.004353,0.013296,0.072778,0.238007,0.000906,0.090321
img_00102.jpg,0.327629,0.036741,0.007440,0.004542,0.006719,0.161212,0.072311,0.383407
img_00103.jpg,0.614836,0.024485,0.008726,0.057919,0.010708,0.210152,0.002625,0.070550
img_00109.jpg,0.738912,0.008542,0.002773,0.000210,0.214977,0.003530,0.008379,0.022677
img_00119.jpg,0.052003,0.010211,0.000986,0.000628,0.874134,0.005740,0.000439,0.055859
img_00120.jpg,0.272732,0.033989,0.007410,0.001239,0.010507,0.022376,0.102294,0.549452
img_00125.jpg,0.564207,0.043703,0.008534,0.022485,0.017645,0.102341,0.008410,0.232674
img_00128.jpg,0.018228,0.049473,0.238195,0.001837,0.007097,0.010247,0.001665,0.673257
img_00129.jpg,0.548295,0.040675,0.009550,0.003943,0.005652,0.065435,0.100335,0.226114
img_00133.jpg,0.272835,0.096460,0.001916,0.036617,0.375882,0.177565,0.003048,0.035677
img_00138.jpg,0.536843,0.035669,0.016419,0.013352,0.138387,0.050441,0.003648,0.205240
img_00141.jpg,0.023549,0.029305,0.095205,0.001341,0.003510,0.012506,0.001663,0.832922
img_00152.jpg,0.127944,0.019570,0.009879,0.009227,0.002407,0.045962,0.003753,0.781258
img_00161.jpg,0.014909,0.002454,0.011294,0.000369,0.051739,0.088632,0.002231,0.828372
img_00164.jpg,0.011248,0.004932,0.009723,0.000901,0.665034,0.047750,0.005899,0.254513
img_00170.jpg,0.666028,0.023627,0.005879,0.055004,0.053825,0.159357,0.001823,0.034458
img_00171.jpg,0.447418,0.019957,0.010481,0.062827,0.035328,0.329578,0.002584,0.091827
img_00172.jpg,0.050358,0.001889,0.002312,0.000372,0.932300,0.002681,0.000841,0.009247
img_00175.jpg,0.457928,0.033416,0.012167,0.104159,0.049056,0.294176,0.004469,0.044629
img_00180.jpg,0.331906,0.005421,0.034429,0.006869,0.047502,0.067765,0.057815,0.448294
img_00196.jpg,0.029216,0.003183,0.000278,0.000088,0.947410,0.003890,0.000357,0.015578
