image,NoF,YFT,SHARK,ALB,BET,DOL,OTHER,LAG
img_00005.jpg,0.46675366163253784,2.9378472987673376e-08,2.852921454632451e-09,2.3500401624687584e-10,8.23295340524055e-05,1.1604399787756847e-06,6.406661867686125e-08,0.5331627726554871
img_00007.jpg,0.9999943971633911,8.806932960681024e-11,2.6293724531001317e-08,5.749450360248431e-10,1.923436698803016e-08,3.0984033401182387e-06,2.9324093066968038e-12,2.476938561812858e-06
img_00009.jpg,1.3457104159897426e-06,1.3166848167323053e-10,7.209768781990533e-09,7.161786918208053e-16,1.2656379277942165e-09,7.119948008948995e-08,1.2059836462796625e-09,0.9999985694885254
img_00018.jpg,0.9964056015014648,6.879528502423682e-09,2.659857045728131e-06,1.389420899733486e-17,2.428036287652202e-12,3.322176533870902e-09,6.728475554496072e-09,0.0035917938221246004
img_00027.jpg,0.9689087867736816,0.0004285481118131429,1.2155936257585154e-09,3.143934002025617e-10,2.495517570366701e-08,1.4343336260935757e-06,1.58222839274913e-08,0.03066117689013481
img_00030.jpg,0.9973257780075073,3.961563379561994e-07,3.955907743602438e-07,6.095501881020482e-10,4.2466814193176106e-05,0.000150192528963089,0.00015582410560455173,0.002324874745681882
img_00040.jpg,0.4897998571395874,9.560154268228871e-08,3.0197321393643506e-05,6.284714970661298e-10,0.509033739566803,0.0009738770313560963,3.6831995657848893e-06,0.00015847182658035308
img_00046.jpg,0.0009999818867072463,9.679159518327651e-08,2.3288659954483204e-13,1.6987021598385832e-12,4.190958335925643e-08,1.1865252247389435e-07,9.200091994898685e-07,0.9989988207817078
img_00053.jpg,0.9484366178512573,1.1982798469034606e-06,1.3268979248692858e-09,4.876704040590596e-10,1.4832723991275998e-06,2.3526826709030502e-08,2.731920176302083e-06,0.05155797675251961
img_00071.jpg,0.08289729058742523,0.0037574435118585825,1.569812411617022e-05,7.902802394710307e-07,0.0003623028751462698,4.354264819994569e-05,0.00013092158769723028,0.9127920269966125
img_00075.jpg,5.132431397214532e-06,9.585924054533734e-09,5.981120043685451e-10,8.09362645850268e-18,2.522953851044618e-12,7.364965970424464e-09,5.584397961416743e-12,0.9999948740005493
img_00102.jpg,7.330713287956314e-06,0.455255389213562,1.3222229426901322e-05,4.466826923856573e-17,7.706248084105027e-09,1.7725080084241007e-11,4.921851996186888e-06,0.5447192192077637
img_00103.jpg,0.07638794183731079,0.0007590728346258402,1.0408396519778762e-05,6.973356558859223e-09,6.774471694370732e-05,0.044552743434906006,0.09160396456718445,0.7866181135177612
img_00109.jpg,0.8998957872390747,0.017060156911611557,2.7170765406481223e-06,6.943512431689669e-10,0.062285080552101135,0.00019173439068254083,6.304671273937856e-07,0.02056397683918476
img_00119.jpg,0.9980744123458862,2.9451066030361517e-09,1.565408501609522e-13,4.327489633456326e-15,0.0019249479519203305,5.707485115635791e-07,2.396989738314738e-14,4.3402330618391716e-09
img_00120.jpg,0.0006746446015313268,2.2540580957297607e-08,4.2091858176718233e-07,0.00034108065301552415,0.9989836812019348,6.116795958632792e-08,4.768565316920492e-12,6.1519411787003264e-09
img_00125.jpg,7.765740974718938e-07,0.9999990463256836,1.2365564301675125e-12,2.4119812050416023e-11,2.1351705126182452e-10,1.7904897564591238e-09,1.1061363630604504e-11,1.7199016610902618e-07
img_00128.jpg,0.2211809903383255,0.7787916660308838,1.0216417711816916e-09,7.237286670565973e-14,6.668926744168857e-07,3.999986475378137e-08,5.061798961751574e-13,2.6617351977620274e-05
img_00129.jpg,0.9406208395957947,1.3255228168418398e-06,6.209543812474294e-07,1.9617671931371206e-09,3.853893758787308e-06,0.000293653312837705,0.0016505157109349966,0.05742916464805603
img_00133.jpg,0.9957868456840515,3.416582217141695e-07,3.149503713384405e-10,0.004211762920022011,8.483423812322144e-07,3.898247058486959e-09,1.8789172033103569e-16,1.5847784595734993e-07
img_00138.jpg,0.16352003812789917,0.004360407590866089,4.723410165752284e-05,5.819963178055332e-09,5.663976935466053e-06,0.7941032648086548,1.4215974033504608e-06,0.03796197474002838
img_00141.jpg,0.9997171759605408,0.0002793063467834145,1.176136965597152e-10,9.291577229841863e-11,5.25542759532982e-07,3.0307110137073323e-06,5.20595268282964e-11,6.9541674641016016e-09
img_00152.jpg,0.9999798536300659,2.0158451661700383e-05,2.724645324896774e-13,1.4632267847202444e-16,6.313044531580658e-11,9.793120481216278e-11,1.7292421661263546e-10,3.283225069594664e-08
img_00161.jpg,0.1332855373620987,0.0026407218538224697,2.6052089197037276e-07,1.0493365287800316e-08,1.858027644630056e-05,3.058589300053427e-06,4.6583154471591115e-06,0.8640471696853638
img_00164.jpg,0.9999998807907104,2.3451715183846108e-17,4.158587117815341e-21,4.2588000267457505e-27,1.8067634499630003e-08,9.862888033776025e-17,3.159886225291911e-14,8.906459214585993e-08
img_00170.jpg,0.016804032027721405,1.6390104917718418e-07,1.0994207855219429e-07,0.8600432276725769,3.748062908925931e-07,1.3698363545699976e-05,0.12313471734523773,3.653344492704491e-06
img_00171.jpg,0.0032352982088923454,0.00027639634208753705,6.478539660292881e-08,5.500451760731551e-10,0.996484637260437,8.223125860240543e-07,1.543691396932445e-08,2.707498879317427e-06
img_00172.jpg,4.560064189718105e-05,5.868635000183531e-08,8.304774041789642e-07,1.3060837405088482e-13,0.9724918603897095,1.751912168401759e-05,1.7432430610142546e-08,0.02744414284825325
img_00175.jpg,0.9000017046928406,0.023031383752822876,3.1292569474317133e-05,6.360907894159551e-12,0.0006875835242681205,0.0004564038827084005,0.010830332525074482,0.06496123969554901
img_00180.jpg,0.9971835017204285,0.0022904942743480206,1.5841114020531677e-07,8.976677907945874e-12,1.506970306763833e-06,0.0003776489174924791,9.700745762231122e-10,0.00014670092787127942
img_00196.jpg,0.9805969595909119,0.01796393282711506,3.9000845220016345e-08,0.00014542815915774554,8.245942808571272e-06,0.0011479163076728582,6.690571652256949e-09,0.00013746295007877052
img_00212.jpg,0.9999396800994873,3.63512029366575e-08,1.7769620952630405e-13,1.7030824940576737e-17,6.030145232216455e-05,1.1558492010732557e-11,1.5010063070523583e-16,5.054229257339671e-10
img_00223.jpg,0.9985222220420837,0.0005963153089396656,5.124400672684715e-07,7.529303291953227e-10,0.00032980702235363424,6.627223228861112e-06,8.865442850947147e-07,0.0005436087376438081
img_00230.jpg,1.393153183926188e-07,7.792529004291282e-07,0.034857917577028275,1.6296846142536958e-14,1.2014979233754275e-07,0.0007890614797361195,2.7327961074630203e-11,0.964352011680603
img_00232.jpg,0.00017748621758073568,0.0005724036018364131,6.736857812938979e-06,0.9714598059654236,5.3012208809377626e-06,1.9122669527860126e-06,8.211645807776335e-10,0.027776280418038368
img_00244.jpg,2.4180289983632974e-05,1.760455496657709e-11,1.0726167176677848e-10,1.1669455549437324e-12,6.551390470121987e-06,0.9999692440032959,1.491547066613896e-16,3.860654462783941e-09
img_00272.jpg,0.06287062913179398,0.00012973209959454834,0.0002425439888611436,7.18493363763284e-12,0.00010983885294990614,1.2745205424380401e-07,2.497961588687758e-07,0.9366469383239746
img_00280.jpg,0.9065517783164978,2.7310818495607236e-06,6.633699811686711e-09,4.2591143285808375e-12,1.721316402836237e-05,0.00016558200877625495,2.765561646356218e-07,0.0932624340057373
img_00282.jpg,1.6055602145570447e-06,2.371117524546662e-08,1.1013005091209394e-10,2.355408619883481e-12,0.9999984502792358,2.74139981826238e-08,2.171404028805668e-11,3.9668023532613006e-08
img_00285.jpg,0.9958891272544861,1.8534337868914008e-06,3.974380433646729e-06,1.2923310066526028e-07,3.179569830535911e-05,0.00332971615716815,5.23391063822487e-09,0.0007433314458467066
img_00289.jpg,0.49362191557884216,1.0153422635994502e-06,0.0491374209523201,1.534553178972331e-10,2.7352363758836873e-05,0.3494188189506531,8.402485036640428e-07,0.10779261589050293
img_00292.jpg,0.8582358360290527,2.0817212398327456e-09,1.6704644612008934e-10,1.1435214754274003e-12,0.14175815880298615,2.4138557819242124e-07,1.486291921537486e-06,4.346845344116446e-06
img_00302.jpg,0.9999865293502808,1.047215278049407e-06,3.238704304742157e-10,1.3394164888325122e-08,1.1113120308436919e-05,8.531983439752366e-07,4.745200001161909e-13,4.162421873843414e-07
img_00311.jpg,0.9594132900238037,7.166093564592302e-05,3.093007627796851e-09,7.30523709080444e-07,0.002069722395390272,0.03812697157263756,1.1401546373690508e-07,0.0003174167068209499
img_00320.jpg,0.9999384880065918,8.620372682344168e-06,1.3071288051946794e-08,5.989812534856753e-10,2.6145110041397857e-06,4.569920201902278e-05,4.945186304894378e-08,4.444163550942903e-06
img_00331.jpg,0.00038760039024055004,3.2588726753601804e-05,3.970524630858563e-06,0.008048346266150475,3.8016654713146636e-08,2.896497903748241e-07,1.3123020448091438e-09,0.991527259349823
img_00358.jpg,3.3375888506270712e-06,9.080076210921106e-07,0.0015600260812789202,1.1050983045324259e-10,2.599212848508614e-06,0.0004585151909850538,1.9483257229779838e-09,0.9979745745658875
img_00374.jpg,0.8655452132225037,3.9332597623342735e-08,1.646505687347144e-08,9.590380789861741e-13,4.350316885393113e-05,0.12466823309659958,0.009735039435327053,7.932389053166844e-06
img_00375.jpg,0.9999964237213135,1.1298453728159075e-06,5.456029508396631e-13,1.456734310002067e-13,4.618600613071067e-09,2.0632342057069764e-06,1.1239982902755408e-11,3.5890238336833136e-07
img_00376.jpg,0.9921894073486328,3.78584422833228e-06,6.419224041209759e-10,8.918752542053099e-11,9.860775662673404e-07,0.006829637102782726,1.3351193047128618e-05,0.0009629490086808801
img_00380.jpg,0.9771910905838013,0.0001291521912207827,1.1666585123748519e-05,1.3536412097892025e-06,0.00020741557818837464,0.02234339900314808,4.9413829401601106e-05,6.650169234490022e-05
img_00383.jpg,3.0384172283216826e-13,7.419558668852946e-23,2.324212408268924e-20,1.2260123358579154e-28,1.0,2.4128079091981225e-14,3.048927250288167e-19,4.370712030688818e-15
img_00398.jpg,0.00029437823104672134,3.0904550385457696e-06,7.917292066395021e-08,1.0268856875939036e-08,0.9996812343597412,1.0915751772699878e-05,1.6677334997439175e-06,8.617817911726888e-06
img_00407.jpg,0.03545207157731056,0.006662663538008928,5.124818613921889e-08,3.939790644835739e-07,1.1048830739213145e-09,4.610601990862051e-06,3.6016618576439896e-09,0.9578803181648254
img_00417.jpg,0.9941377639770508,5.918748229305493e-07,7.817316571845367e-09,0.004449902568012476,1.9173450327425456e-10,0.0013715691165998578,4.429647404435855e-08,4.021470158477314e-05
img_00432.jpg,0.03704310953617096,5.8091718528885394e-06,3.829321576631628e-05,0.665710985660553,6.57646160107106e-06,1.6361469533876516e-05,0.2969663739204407,0.0002125246392097324
img_00442.jpg,0.2942443788051605,1.8232140064355917e-07,1.3344274470139528e-11,1.3202500724618371e-11,3.3253393212362425e-06,0.7057521343231201,2.914251825969494e-11,1.5541454345679995e-08
img_00446.jpg,0.9999997615814209,3.980608909159855e-08,1.1247660441915386e-10,2.525685158228588e-17,1.6733556762460466e-08,7.105127684120527e-12,3.8392800223718826e-12,1.9315066879244114e-07
img_00469.jpg,0.09693659096956253,0.0014975127996876836,4.4847683966509067e-07,8.399412035942078e-05,0.002272728132084012,1.4206831338015036e-06,0.007408120669424534,0.8917991518974304
img_00473.jpg,0.02950652688741684,7.738287166603186e-08,0.4872569441795349,1.6740012721749224e-15,0.00030246286769397557,0.37506866455078125,1.010795891431826e-08,0.10786525160074234
img_00483.jpg,0.014887315221130848,9.421553386346204e-07,2.0544636214481216e-08,3.9341238600165696e-12,2.7027539545088075e-05,0.0005266213556751609,6.60362957205507e-06,0.9845514893531799
img_00484.jpg,0.7153593897819519,8.726012310944498e-06,7.300724860215269e-07,0.03174225240945816,3.125375951640308e-05,2.192259307776112e-05,0.2526625692844391,0.00017328454123344272
img_00486.jpg,0.9741584658622742,7.161378744058311e-05,0.0009445091127417982,4.151816668240826e-09,2.4661228962941095e-05,0.02455022744834423,2.101872231818902e-09,0.0002505457086954266
img_00487.jpg,0.9973698854446411,0.0008268891833722591,6.722464007680173e-08,1.161093027279847e-10,1.0566082409013688e-07,2.5447350708418526e-05,2.1511702641419106e-07,0.0017773875733837485
img_00493.jpg,0.9991614818572998,2.2307668601229125e-08,1.137600857958887e-08,4.879175463656793e-08,2.7031730187587755e-09,0.0008276934968307614,1.6401305202862204e-08,1.0780860975501128e-05
img_00518.jpg,0.6621463298797607,1.180147137347376e-05,1.2275825156393694e-07,2.3879604960086454e-09,5.7570546232454944e-06,5.394084655563347e-05,0.008474812842905521,0.3293072283267975
img_00533.jpg,0.03286534547805786,7.438346187882416e-07,3.418998417714647e-11,2.712887137157338e-10,3.701435161929112e-06,7.560070969248045e-08,3.9892913861194756e-08,0.9671301245689392
img_00538.jpg,0.9994864463806152,6.1240048587762885e-09,5.286963141587497e-12,6.978948126866447e-13,6.995263743259095e-12,8.762429388298187e-06,3.625551192598664e-09,0.0005046890000812709
img_00543.jpg,0.03228817135095596,0.9676086902618408,1.3747165183985999e-08,6.310913597262768e-11,9.559006139170378e-05,1.572861833665229e-06,1.1632553764684417e-07,5.911846528761089e-06
img_00550.jpg,0.10494709759950638,2.1293171812430955e-05,1.138800165279008e-09,7.650824954907876e-06,0.0003556201991159469,0.8818455934524536,1.6013708545870031e-06,0.012821155600249767
img_00551.jpg,0.0003493870026431978,1.5822386956187984e-07,3.3288090166283535e-12,7.349106045939635e-11,0.999650239944458,7.485772002269186e-10,8.537776596817537e-10,1.8298608495115332e-07
img_00564.jpg,0.04049446061253548,0.008420346304774284,3.319857455608144e-08,5.558041873965358e-11,0.9510646462440491,6.605465046050085e-07,4.406793596700709e-09,2.0002335077151656e-05
img_00575.jpg,0.9976230263710022,0.0002897993545047939,9.952272375812754e-05,1.1891475537595397e-07,9.546566843710025e-07,0.00023050546587910503,1.5290905139409006e-05,0.0017408463172614574
img_00582.jpg,0.9995200634002686,2.4101652797980933e-06,3.3141173833017845e-11,2.063068852309769e-14,0.00046061346074566245,4.4522494024867854e-10,3.850096618407406e-06,1.3055885574431159e-05
img_00584.jpg,0.9923061728477478,4.685918213453988e-07,0.007654310204088688,1.7226500403921818e-07,1.3254379815919037e-08,3.884096076944843e-05,3.0329496691905433e-09,8.533809214839039e-09
img_00587.jpg,0.15406681597232819,0.016596244648098946,7.389822940240265e-07,4.2702902192104375e-07,0.00010241082782158628,8.654670091345906e-05,1.8462000298313797e-05,0.8291283845901489
img_00590.jpg,0.04743172600865364,0.005884730722755194,1.6395191551055177e-06,2.5507295831062038e-08,0.00036016112426295877,0.00016115137259475887,4.764632194564911e-06,0.9461557865142822
img_00591.jpg,0.9966793060302734,3.284701222128206e-08,5.9026085352797963e-08,2.2809077293572955e-08,1.0961723889701958e-10,1.5730677205283428e-08,4.684054601966636e-07,0.003320178249850869
img_00598.jpg,0.1741797775030136,0.00023925246205180883,1.915119156592482e-07,6.830104815058746e-10,0.00011279885802650824,0.00024736864725127816,0.0003583513025660068,0.8248623013496399
img_00599.jpg,0.9925035238265991,0.006004116497933865,1.8061267326174857e-07,1.1775779995559787e-07,0.0007810397073626518,0.0006483920151367784,6.615479830607285e-10,6.260172085603699e-05
img_00612.jpg,0.9998873472213745,9.66747902566567e-05,3.707334190073547e-13,1.1139958946606844e-16,8.35835862744716e-08,3.590355226665287e-12,1.5869038028082372e-10,1.591214822838083e-05
img_00618.jpg,0.9992024302482605,3.144639038055175e-07,1.7437473687209604e-09,5.786350131681273e-12,0.0006414993549697101,0.00015278633509296924,1.956217509486123e-14,2.9340192213567207e-06
img_00620.jpg,0.0002458291419316083,8.882870550230848e-10,5.9494800121754e-16,1.5843719514656166e-15,3.703215734063292e-09,4.5952703864315936e-09,7.2427628339255534e-09,0.9997541308403015
img_00642.jpg,0.9999091625213623,9.166326009335535e-08,1.6418205683876863e-09,5.4072897910373285e-05,9.305521686542306e-09,1.3499787598902913e-07,1.6963300764061273e-09,3.650630605989136e-05
img_00646.jpg,0.9999748468399048,1.1103804542500484e-09,1.2803219855833659e-12,8.52463057103466e-18,3.072167797935066e-10,2.0446457027478715e-12,1.5634207470305306e-11,2.511500133550726e-05
img_00648.jpg,0.6757702231407166,7.772696264396473e-09,1.0657139171144081e-08,1.8593263593266046e-13,1.7607387690077303e-06,0.32422584295272827,8.190502143179401e-08,2.1104335701238597e-06
img_00650.jpg,0.9216122627258301,2.2228005036595277e-06,5.564380444411654e-06,1.1966709845268042e-09,0.014230374246835709,0.0013261770363897085,0.008991347625851631,0.05383211746811867
img_00654.jpg,8.176954935379399e-08,4.470348728032579e-16,3.7349041130077965e-15,9.549641516219446e-23,0.9999998807907104,3.2611511147778716e-13,7.706116759893268e-16,1.1166945840246356e-10
img_00664.jpg,7.342269964283332e-05,4.0217031482825405e-08,1.3145371076384027e-11,1.0025856352264585e-14,0.626822829246521,1.139576056630176e-06,2.6421329568648844e-09,0.3731025755405426
img_00667.jpg,0.005234220996499062,5.2250388904440115e-08,9.109744496527128e-06,0.0003332241321913898,1.8195223674410954e-05,0.9814526438713074,0.012922973372042179,2.9675378755200654e-05
img_00676.jpg,0.9999978542327881,1.0727981870906067e-11,1.0630440517927445e-14,3.584199236791258e-18,2.1112266495038057e-06,1.622212231211506e-08,3.028561898336425e-14,1.017384579360403e-10
img_00697.jpg,0.0034642377868294716,1.0417528528705589e-07,5.679284598159029e-08,2.0482800382155353e-15,2.2119691493571736e-05,0.002206337871029973,7.84947395970903e-09,0.9943071007728577
img_00708.jpg,2.810764726746129e-06,1.528930844776899e-12,6.462701901410739e-12,4.529324831858972e-12,5.189412277673e-08,0.9999971389770508,5.762947061731936e-18,2.411259039658553e-11
img_00716.jpg,0.19481533765792847,0.07834185659885406,0.01597967930138111,4.692680022344575e-07,0.4039730429649353,0.00028241006657481194,0.0001150715397670865,0.3064920902252197
