image_name,Type_1,Type_2,Type_3,p1x,p1y,midx,midy,p2x,p2y,is_circle
p1x/1473.jpg,16.085271,34.132752,22.319121,31.904070,27.164083,30.232558
p1x/1468.jpg,45.343137,39.001225,52.736928,36.887255,58.660131,35.232843
p1x/1464.jpg,42.248062,74.103682,58.494832,73.788760,71.479328,70.227713
p1x/1456.jpg,27.487080,52.301357,44.605943,41.884690,69.735142,39.995155
p1x/1440.jpg,38.404393,29.699612,50.226098,30.474806,60.400517,27.592054
p1x/1437.jpg,26.744186,35.343992,29.102067,35.440891,31.621447,35.440891
p1x/1430.jpg,38.404393,45.421512,45.930233,45.421512,53.165375,46.632752
p1x/1427.jpg,24.515504,30.571705,38.113695,30.232558,50.968992,24.152132
p1x/1422.jpg,18.895349,59.156977,45.639535,52.834302,81.233850,64.147287
p1x/1414.jpg,45.187339,40.334302,46.673127,40.334302,48.158915,40.334302
p1x/1393.jpg,62.790698,39.874031,69.573643,41.763566,77.551680,42.320736
p1x/1390.jpg,57.622739,78.318798,69.702842,76.114341,79.909561,75.678295
p1x/1389.jpg,24.224806,47.625969,27.906977,46.753876,31.169251,44.767442
p1x/1384.jpg,45.348837,33.236434,46.673127,33.115310,47.997416,33.018411
p1x/1370.jpg,60.580065,63.357843,62.908497,63.694853,65.155229,64.031863
p1x/1346.jpg,47.115385,36.009615,49.326923,36.105769,51.250000,36.346154
p1x/1344.jpg,48.897059,63.817402,49.918301,63.909314,50.980392,63.694853
p1x/1339.jpg,46.220930,50.968992,52.293282,52.059109,60.109819,53.391473
p1x/1336.jpg,12.984496,51.065891,46.834625,76.768411,84.786822,68.677326
p1x/1326.jpg,52.001634,37.775735,56.862745,37.438725,60.702614,37.101716
p1x/1324.jpg,40.923773,43.871124,42.829457,43.653101,44.315245,43.217054
p1x/1320.jpg,49.321705,33.115310,52.002584,33.575581,54.941860,34.350775
p1x/1314.jpg,39.297386,51.838235,45.506536,49.172794,52.900327,50.306373
p1x/1308.jpg,42.248062,60.053295,51.388889,62.475775,60.562016,61.821705
p1x/1289.jpg,45.510336,78.875969,47.706718,79.312016,50.064599,79.312016
p1x/1288.jpg,54.942810,51.746324,66.748366,48.866422,75.776144,50.183824
p1x/1285.jpg,38.112745,39.767157,42.116013,39.430147,47.549020,38.449755
p1x/1281.jpg,30.264858,68.241279,42.829457,63.032946,58.785530,61.603682
p1x/1279.jpg,64.093137,39.001225,71.200980,37.224265,79.044118,34.895833
p1x/1274.jpg,39.599483,23.376938,42.829457,23.716085,45.639535,22.165698
p1x/1273.jpg,31.168301,51.194853,36.478758,50.735294,43.137255,50.612745
p1x/1251.jpg,28.958333,47.656250,40.625000,43.281250,49.791667,40.781250
p1x/1245.jpg,54.974160,29.893411,55.975452,31.904070,57.170543,33.890504
p1x/1239.jpg,52.131783,39.001938,53.779070,39.777132,54.941860,40.334302
